city_folder,source_pdf,source_page,raw_text_line,procedure_name,nabh_rate,non_nabh_rate,cghs_rate,rate_type,remarks,extraction_confidence,needs_manual_review
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,1,13 Eye laser pulse therapy Rs 3500/- per eye,13 Eye laser pulse therapy Rs 3500/- per eye,,,,,,0.35,True
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,1,i4 Glaucoma valve/Glaucoma Rs 15000/-,i4 Glaucoma valve/Glaucoma Rs 15000/-,,,,,,0.35,True
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,2,"16 Rs 10,000/-","16 Rs 10,000/-",,,,,,0.35,True
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,2,17 Scleral fixation Tissue glue Rs 8400/-,17 Scleral fixation Tissue glue Rs 8400/-,,,,,,0.35,True
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,2,19 Rs 5500/,19,,,5500,,,0.5,True
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,2,"20 Rs 10,000/",20,,,10000,,,0.5,True
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,2,21 Sleep deprived EEG Rate shall be the same CGHS rate of EEG/,21 Sleep deprived EEG Rate shall be the same CGHS rate of EEG/,,,,,,0.35,True
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,2,2. The rates for investigations from S.No 1 to S.No 21 are for NABL/NABH Accredited HCOs. The rates for non-NABL/non-NABH Accredited HCOs shall be 15% less.,The rates for investigations from S.No 1 to S.No 21 are for NABL/NABH Accredited HCOs. The rates for non-NABL/non-NABH Accredited HCOs shall be 15% less.,,,,nabh,,0.35,True
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,2,"2643 dt 08.02.2021 cae (Or. 6.5 Palia) Addl. DDG(HQ), CGHS To:","2643 dt 08.02.2021 cae (Or. 6.5 Palia) Addl. DDG(HQ), CGHS To:",,,,,,0.35,True
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,2,"5. Estt.l/ Estt.ll/ Estt.lll/ Estt.1V Sections, Ministry of Health & Family Welfare","Estt.l/ Estt.ll/ Estt.lll/ Estt.1V Sections, Ministry of Health & Family Welfare",,,,,,0.35,True
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,2,"15. Secretary, Staff Side, 13-C, Ferozshah Road, New Delhi- e-mail nc.jcm.np@gmail.com","Secretary, Staff Side, 13-C, Ferozshah Road, New Delhi- e-mail nc.jcm.np@gmail.com",,,,,,0.35,True
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,2,"17.Office of the Comptroller & Auditor General of India, 10 Bahadur Shah Zafar Marg, New Delhi","Office of the Comptroller & Auditor General of India, 10 Bahadur Shah Zafar Marg, New Delhi",,,,,,0.35,True
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,3,"19.UTI Infrastructure Technology And Services Limited, UTI-ITSL Tower, Plot No3","UTI Infrastructure Technology And Services Limited, UTI-ITSL Tower, Plot No3",,,,,,0.35,True
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,3,"Sector -11, CBD Belapur, Navi Mumbai-400614","Sector -11, CBD Belapur, Navi Mumbai-400614",,,,,,0.35,True
Dehradun,20062025110826_CGHS Rates for 21 Treatment Procedures or Investigations in continuation of 2014 CGHS Rates (11 Feb 2021) (5).pdf,3,Date: 11-02-2021 16:47:01 Reason: Approved,Date: 11-02-2021 16:47:01 Reason: Approved,,,,,,0.35,True
